altitude,density,u,v
1419.1385628807,1.0983163745233813,15.140416060005318,7.416680308542624
1425.05195408453,1.0977836791801188,15.080567478999127,7.219090215724795
1431.03440147424,1.097282036097565,15.108933615028484,7.017971960326646
1437.00937135703,1.0967006183823853,15.255091477241393,6.926233745773765
1442.98289131939,1.0961600071836013,15.522043325151241,6.9126242112841805
1448.97395807321,1.0954958589359531,15.75684559119662,7.017467839076854
1454.93917553436,1.0948759735187272,15.912306052408516,7.29318644982502
1460.96364322859,1.094328929170702,15.879487949890455,7.339055534066322
1466.98284610975,1.0937020001251692,15.729310296077493,7.388453007782884
1472.97345617389,1.0931196044066775,15.619041587381634,7.257902369444475
1478.9634209628,1.092497128970219,15.667404235813345,7.099124821143844
1484.91044480778,1.091759820117501,15.92051762475853,7.014443391867316
1490.95077455679,1.0910907067996773,16.28350886117787,7.1344087009601616
1497.01798076387,1.09041821346987,16.5603032664659,7.346112202790463
1503.10284570283,1.089804004876211,16.630793521690713,7.54975080821142
1509.10884970716,1.089200280119003,16.509007724193392,7.603684782466754
1515.12591130649,1.0885656350134112,16.24442041890127,7.5401737082450255
1521.13982498457,1.0879311027635084,16.33076469769145,7.328470054366974
1527.11219797532,1.0873025238207057,16.499517161064453,7.063840753107349
1533.06809355578,1.0866764545272665,16.7846285779089,6.926233448240294
1538.99530771469,1.0859860010589195,17.010921374820125,6.961517350717772
1545.02449602823,1.0852807825309507,17.068782445908493,7.109709794594082
1550.94335962873,1.0846712992892418,16.996529312630656,7.247317057059137
1556.87015137435,1.0841411983428293,16.9621162819003,7.275544164747596
1562.84438612483,1.0834042024224653,17.098465963564582,7.268487353444373
1568.89460932392,1.0826973229379078,17.401441602856227,7.33199826716248
1575.04471333183,1.0819170866460692,17.77024409265555,7.45549208157788
1581.19782417162,1.0811363764269553,18.040136679403286,7.564872218234643
1587.34819907442,1.0804171220567784,18.154271299454653,7.61074118239377
1593.37610233473,1.0797549580031758,18.151121371351568,7.490775964757976
1599.38975084707,1.0790950442390654,18.0966476446108,7.30024278653074
1605.4027319745,1.078355651051855,18.079159686268518,7.162635477919655
1611.40546663093,1.0774983962888458,18.192510820276375,7.160619226842828
1617.45510355862,1.0767152247000953,18.35739846396927,7.335022578853522
